"地方","振(cid:11206)局","地(cid:8556)(cid:9234)号","(cid:12411)(cid:8196)所名","よみがな","ローマ字(cid:12210)(cid:12464)","所在地"
"四国","愛媛","73406","宇和","うわ","UWA","(cid:12377)予市宇和(cid:9195)(cid:9860)(cid:14463)"
"四国","愛媛","73442","宇和島","うわじま","UWAJIMA","宇和島市住吉(cid:9195)　宇和島(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"四国","愛媛","73446","(cid:13254)(cid:7884)","ちかなが","CHIKANAGA","北宇和(cid:13446)(cid:14883)北(cid:9195)(cid:13254)(cid:7884)"
"四国","愛媛","73516","御(cid:11438)","みしょう","MISHO","南宇和(cid:13446)愛南(cid:9195)御(cid:11438)平城"
"四国","(cid:14807)(cid:9649)","74056","本川","ほんがわ","HONGAWA","吾川(cid:13446)いの(cid:9195)(cid:11045)の山字(cid:7231)(cid:11816)"
"四国","(cid:14807)(cid:9649)","74071","本山","もとやま","MOTOYAMA","(cid:14039)岡(cid:13446)本山(cid:9195)本山"
"四国","(cid:14807)(cid:9649)","74136","大(cid:7203)","おおどち","ODOCHI","(cid:14646)(cid:10814)市(cid:8768)(cid:13450)(cid:9195)大(cid:7203)上(cid:12377)の川"
"四国","(cid:14807)(cid:9649)","74181","(cid:14807)(cid:9649)","こうち","KOCHI","(cid:14807)(cid:9649)市(cid:7834)島(cid:9195)　(cid:14807)(cid:9649)地方(cid:7868)(cid:12767)台"
"四国","(cid:14807)(cid:9649)","74187","後免","ごめん","GOMEN","南国市廿枝"
"四国","(cid:14807)(cid:9649)","74271","安(cid:11329)","あき","AKI","安(cid:11329)市伊尾木"
"四国","(cid:14807)(cid:9649)","74296","(cid:7326)原","ゆすはら","YUSUHARA","(cid:14807)岡(cid:13446)(cid:7326)原(cid:9195)川(cid:12377)(cid:12976)"
"四国","(cid:14807)(cid:9649)","74311","(cid:14450)崎","すさき","SUSAKI","(cid:14450)崎市(cid:12377)(cid:9195)"
"四国","(cid:14807)(cid:9649)","74361","(cid:10065)川","くぼかわ","KUBOKAWA","(cid:14807)岡(cid:13446)四万十(cid:9195)新(cid:14052)(cid:9195)"
"四国","(cid:14807)(cid:9649)","74372","室戸岬","むろとみさき","MUROTOMISAKI","室戸市室戸岬(cid:9195)　室戸岬(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"四国","(cid:14807)(cid:9649)","74381","(cid:7908)川崎","えかわさき","EKAWASAKI","四万十市(cid:12377)土佐(cid:9181)井"
"四国","(cid:14807)(cid:9649)","74436","佐(cid:12833)","さが","SAGA","幡多(cid:13446)(cid:15342)(cid:8379)(cid:9195)佐(cid:12833)"
"四国","(cid:14807)(cid:9649)","74447","宿(cid:7839)","すくも","SUKUMO","宿(cid:7839)市(cid:8742)島　宿(cid:7839)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"四国","(cid:14807)(cid:9649)","74456","中村","なかむら","NAKAMURA","四万十市入(cid:9187)字(cid:14039)善寺前"
"四国","(cid:14807)(cid:9649)","74516","(cid:8171)(cid:7880)","しみず","SHIMIZU","土佐(cid:8171)(cid:7880)市(cid:12938)摺岬　(cid:8171)(cid:7880)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","(cid:9887)岡","82046","宗像","むなかた","MUNAKATA","宗像市(cid:9187)(cid:8643)"
"九州","(cid:9887)岡","82056","八幡","やはた","YAHATA","北九州市八幡(cid:12377)区(cid:15258)の巣"
"九州","(cid:9887)岡","82101","(cid:12188)(cid:7595)","ゆくはし","YUKUHASHI","(cid:12188)(cid:7595)市(cid:12377)(cid:7976)"
"九州","(cid:9887)岡","82136","(cid:14564)塚","いいづか","IIZUKA","(cid:14564)塚市川島字(cid:9169)木　(cid:14564)塚(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","(cid:9887)岡","82171","前原","まえばる","MAEBARU","(cid:10450)島市前原(cid:12377)"
"九州","(cid:9887)岡","82182","(cid:9887)岡","ふくおか","FUKUOKA","(cid:9887)岡市中央区大(cid:8446)　(cid:9887)岡(cid:10230)区(cid:7868)(cid:12767)台"
"九州","(cid:9887)岡","82191","太宰府","だざいふ","DAZAIFU","太宰府市大佐(cid:13597)"
"九州","(cid:9887)岡","82206","(cid:8167)(cid:9187)","そえだ","SOEDA","(cid:9187)川(cid:13446)(cid:8167)(cid:9187)(cid:9195)大字(cid:13597)(cid:9187)字大(cid:13597)ノ原"
"九州","(cid:9887)岡","82261","朝倉","あさくら","ASAKURA","朝倉市三奈木"
"九州","(cid:9887)岡","82306","久(cid:9219)(cid:10367)","くるめ","KURUME","久(cid:9219)(cid:10367)市(cid:8032)(cid:9887)本(cid:9195)"
"九州","(cid:9887)岡","82317","(cid:15342)木","くろぎ","KUROGI","八女市(cid:15342)木(cid:9195)本分"
"九州","(cid:9887)岡","82361","大(cid:8761)(cid:9187)","おおむた","OMUTA","大(cid:8761)(cid:9187)市(cid:10162)原(cid:9195)"
"九州","大分","83021","国(cid:12386)","くにみ","KUNIMI","国東市国(cid:12386)(cid:9195)中"
"九州","大分","83051","中(cid:8032)","なかつ","NAKATSU","中(cid:8032)市大字定(cid:9219)"
"九州","大分","83061","(cid:12751)後(cid:14807)(cid:9187)","ぶんごたかだ","BUNGOTAKADA","(cid:12751)後(cid:14807)(cid:9187)市呉崎"
"九州","大分","83106","(cid:14164)内","いんない","INNAI","宇佐市(cid:14164)内(cid:9195)山城"
"九州","大分","83121","杵(cid:10255)","きつき","KITSUKI","杵(cid:10255)市大字本庄"
"九州","大分","83137","日(cid:9187)","ひた","HITA","日(cid:9187)市三本松　日(cid:9187)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","大分","83191","(cid:8938)(cid:8980)","くす","KUSU","(cid:8938)(cid:8980)(cid:13446)(cid:8938)(cid:8980)(cid:9195)大字帆(cid:12938)"
"九州","大分","83201","(cid:8238)布(cid:14164)","ゆふいん","YUFUIN","(cid:9188)布市(cid:8238)布(cid:14164)(cid:9195)川南"
"九州","大分","83216","大分","おおいた","OITA","大分市(cid:14039)(cid:8062)(cid:9195)　大分地方(cid:7868)(cid:12767)台"
"九州","大分","83341","(cid:8799)(cid:14571)","いぬかい","INUKAI","(cid:12751)後大(cid:13597)市(cid:8799)(cid:14571)(cid:9195)(cid:9187)原"
"九州","大分","83371","(cid:10121)(cid:9187)","たけた","TAKETA","(cid:10121)(cid:9187)市大字会々"
"九州","大分","83401","佐伯","さいき","SAIKI","佐伯市字剣崎"
"九州","大分","83431","宇(cid:9504)","うめ","UME","佐伯市宇(cid:9504)大字(cid:13596)岡"
"九州","大分","83476","(cid:11622)(cid:7908)","かまえ","KAMAE","佐伯市(cid:11622)(cid:7908)(cid:11622)(cid:7908)(cid:8070)"
"九州","(cid:14039)崎","84012","(cid:15021)(cid:8070)","わにうら","WANIURA","対(cid:14655)市上対(cid:14655)(cid:9195)(cid:15021)(cid:8070)字カキセ"
"九州","(cid:14039)崎","84072","厳原","いづはら","IZUHARA","対(cid:14655)市厳原(cid:9195)東(cid:13595)　厳原(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","(cid:14039)崎","84121","(cid:11313)(cid:13238)","あしべ","ASHIBE","壱岐市(cid:11313)(cid:13238)(cid:9195)国分東(cid:12432)"
"九州","(cid:14039)崎","84171","平戸","ひらど","HIRADO","平戸市岩の上(cid:9195)　平戸(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","(cid:14039)崎","84183","松(cid:8070)","まつうら","MATSUURA","松(cid:8070)市志佐(cid:9195)(cid:13595)免字(cid:13239)ノ尾台"
"九州","(cid:14039)崎","84266","佐世保","させぼ","SASEBO","佐世保市干尽(cid:9195)　佐世保(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","(cid:14039)崎","84341","有川","ありかわ","ARIKAWA","南松(cid:8070)(cid:13446)新上五島(cid:9195)有川(cid:13459)字上原"
"九州","(cid:14039)崎","84356","大(cid:8489)戸","おおせと","OSETO","(cid:12377)(cid:8079)市大(cid:8489)戸(cid:9195)多以(cid:11275)外(cid:13459)先(cid:13597)元"
"九州","(cid:14039)崎","84496","(cid:14039)崎","ながさき","NAGASAKI","(cid:14039)崎市南山手(cid:9195)　(cid:14039)崎地方(cid:7868)(cid:12767)台"
"九州","(cid:14039)崎","84519","(cid:14268)仙岳","うんぜんだけ","UNZENDAKE","(cid:14268)仙市小(cid:8062)(cid:9195)(cid:14268)仙　(cid:14268)仙岳(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","(cid:14039)崎","84523","島原","しまばら","SHIMABARA","島原市新(cid:8214)"
"九州","(cid:14039)崎","84536","(cid:9887)(cid:7908)","ふくえ","FUKUE","五島市木場(cid:9195)　(cid:9887)(cid:7908)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","(cid:14039)崎","84561","口之(cid:8032)","くちのつ","KUCHINOTSU","南島原市口之(cid:8032)(cid:9195)丁"
"九州","(cid:14039)崎","84596","(cid:13597)(cid:7829)崎","のもざき","NOMOZAKI","(cid:14039)崎市(cid:13597)(cid:7829)(cid:9195)"
"九州","佐(cid:12833)","85033","唐(cid:8032)","からつ","KARATSU","唐(cid:8032)市二夕子"
"九州","佐(cid:12833)","85116","伊万(cid:13595)","いまり","IMARI","伊万(cid:13595)市(cid:10087)(cid:11324)(cid:9195)"
"九州","佐(cid:12833)","85142","佐(cid:12833)","さが","SAGA","佐(cid:12833)市(cid:14672)前中央　佐(cid:12833)地方(cid:7868)(cid:12767)台"
"九州","佐(cid:12833)","85161","嬉(cid:13597)","うれしの","URESHINO","嬉(cid:13597)市嬉(cid:13597)(cid:9195)大字下(cid:13597)丙"
"九州","佐(cid:12833)","85166","(cid:9425)(cid:9660)","しろいし","SHIROISHI","杵島(cid:13446)(cid:9425)(cid:9660)(cid:9195)大字(cid:9887)(cid:9187)"
"九州","(cid:8643)本","86006","(cid:15285)北","かほく","KAHOKU","山(cid:15285)市(cid:15285)北(cid:9195)岩(cid:13597)"
"九州","(cid:8643)本","86066","南小国","みなみおぐに","MINAMIOGUNI","(cid:14143)(cid:11837)(cid:13446)南小国(cid:9195)(cid:12901)(cid:14655)場"
"九州","(cid:8643)本","86086","岱明","たいめい","TAIMEI","(cid:8930)名市岱明(cid:9195)中土"
"九州","(cid:8643)本","86101","(cid:11493)(cid:7909)","きくち","KIKUCHI","(cid:11493)(cid:7909)市木柑子字上(cid:13239)"
"九州","(cid:8643)本","86111","(cid:14143)(cid:11837)乙姫","あそおとひめ","ASO-OTOHIME","(cid:14143)(cid:11837)市乙姫"
"九州","(cid:8643)本","86141","(cid:8643)本","くまもと","KUMAMOTO","(cid:8643)本市中央区京(cid:9195)　(cid:8643)本地方(cid:7868)(cid:12767)台"
"九州","(cid:8643)本","86157","南(cid:14143)(cid:11837)","みなみあそ","MINAMIASO","(cid:14143)(cid:11837)(cid:13446)南(cid:14143)(cid:11837)村(cid:7961)(cid:14172)"
"九州","(cid:8643)本","86161","(cid:14807)(cid:7363)","たかもり","TAKAMORI","(cid:14143)(cid:11837)(cid:13446)(cid:14807)(cid:7363)(cid:9195)大字(cid:14807)(cid:7363)"
"九州","(cid:8643)本","86216","三(cid:12421)","みすみ","MISUMI","宇城市三(cid:12421)(cid:9195)(cid:7996)多"
"九州","(cid:8643)本","86236","(cid:9189)佐","こうさ","KOSA","上(cid:9480)城(cid:13446)(cid:9189)佐(cid:9195)大字(cid:12751)内"
"九州","(cid:8643)本","86271","松島","まつしま","MATSUSHIMA","上天(cid:11425)市松島(cid:9195)(cid:14143)村"
"九州","(cid:8643)本","86316","本(cid:8187)","ほんど","HONDO","天(cid:11425)市本(cid:8187)(cid:9195)本戸(cid:14655)場"
"九州","(cid:8643)本","86336","八代","やつしろ","YATSUSHIRO","八代市平山新(cid:9195)"
"九州","(cid:8643)本","86451","(cid:7880)俣","みなまた","MINAMATA","(cid:7880)俣市南(cid:9887)寺"
"九州","(cid:8643)本","86467","人吉","ひとよし","HITOYOSHI","人吉市城本(cid:9195)　人吉(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","(cid:8643)本","86477","上","うえ","UE","(cid:9003)(cid:9787)(cid:13446)あさぎり(cid:9195)上北"
"九州","(cid:8643)本","86491","(cid:8757)(cid:8157)","うしぶか","USHIBUKA","天(cid:11425)市(cid:8757)(cid:8157)(cid:9195)　(cid:8757)(cid:8157)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","宮崎","87041","(cid:14807)千(cid:10001)","たかちほ","TAKACHIHO","(cid:12377)(cid:11195)杵(cid:13446)(cid:14807)千(cid:10001)(cid:9195)大字押方字宮(cid:13597)原"
"九州","宮崎","87066","古(cid:7908)","ふるえ","FURUE","延岡市北(cid:8070)(cid:9195)古(cid:7908)"
"九州","宮崎","87071","(cid:14369)岡","くらおか","KURAOKA","(cid:12377)(cid:11195)杵(cid:13446)五ヶ(cid:8489)(cid:9195)大字(cid:14369)岡"
"九州","宮崎","87141","延岡","のべおか","NOBEOKA","延岡市天(cid:9860)小(cid:12976)　延岡(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","宮崎","87181","日向","ひゅうが","HYUGA","日向市大字塩(cid:12386)"
"九州","宮崎","87206","(cid:9860)(cid:14043)","みかど","MIKADO","東(cid:11195)杵(cid:13446)(cid:10814)(cid:13459)(cid:9195)南(cid:13459)区(cid:9860)(cid:14043)"
"九州","宮崎","87231","(cid:12377)(cid:10367)(cid:11275)","にしめら","NISHI-MERA","児(cid:8238)(cid:13446)(cid:12377)(cid:10367)(cid:11275)村大字(cid:10121)原"
"九州","宮崎","87293","(cid:14807)(cid:13856)","たかなべ","TAKANABE","児(cid:8238)(cid:13446)(cid:14807)(cid:13856)(cid:9195)上(cid:7908)"
"九州","宮崎","87301","加久(cid:11816)","かくとう","KAKUTO","えびの市大字(cid:7884)山"
"九州","宮崎","87331","(cid:12377)(cid:13460)","さいと","SAITO","(cid:12377)(cid:13460)市大字(cid:15342)(cid:9173)(cid:13597)"
"九州","宮崎","87352","小林","こばやし","KOBAYASHI","小林市南(cid:12377)方"
"九州","宮崎","87376","宮崎","みやざき","MIYAZAKI","宮崎市(cid:14301)島　宮崎地方(cid:7868)(cid:12767)台"
"九州","宮崎","87406","(cid:9187)(cid:13597)","たの","TANO","宮崎市(cid:9187)(cid:13597)(cid:9195)(cid:9189)"
"九州","宮崎","87426","(cid:13460)城","みやこのじょう","MIYAKONOJO","(cid:13460)城市(cid:11501)(cid:11622)原(cid:9195)　(cid:13460)城(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","宮崎","87492","(cid:7964)(cid:8032)","あぶらつ","ABURATSU","日南市(cid:7964)(cid:8032)　(cid:7964)(cid:8032)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","宮崎","87501","串(cid:14059)","くしま","KUSHIMA","串(cid:14059)市大字(cid:12377)方字平山"
"九州","(cid:15285)児島","88061","(cid:14143)久(cid:7231)","あくね","AKUNE","(cid:14143)久(cid:7231)市(cid:12901)(cid:8489)川　(cid:14143)久(cid:7231)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","(cid:15285)児島","88081","大口","おおくち","OKUCHI","伊佐市大口原(cid:9187)"
"九州","(cid:15285)児島","88107","さつま柏原","さつまかしわばる","SATSUMAKASHIWABARU","(cid:11779)摩(cid:13446)さつま(cid:9195)柏原"
"九州","(cid:15285)児島","88131","中(cid:9163)","なかこしき","NAKAKOSHIKI","(cid:11779)摩川内市上(cid:9163)(cid:9195)中(cid:9163)"
"九州","(cid:15285)児島","88151","川内","せんだい","SENDAI","(cid:11779)摩川内市中(cid:13459)"
"九州","(cid:15285)児島","88261","東市来","ひがしいちき","HIGASHIICHIKI","日(cid:10792)市東市来(cid:9195)(cid:8238)(cid:9187)"
"九州","(cid:15285)児島","88286","(cid:8766)之原","まきのはら","MAKINOHARA","(cid:14301)島市(cid:9887)山(cid:9195)(cid:9887)山"
"九州","(cid:15285)児島","88317","(cid:15285)児島","かごしま","KAGOSHIMA","(cid:15285)児島市東(cid:13446)元(cid:9195)　(cid:15285)児島地方(cid:7868)(cid:12767)台"
"九州","(cid:15285)児島","88331","(cid:13156)北","きほく","KIHOKU","(cid:15285)屋市(cid:13156)北(cid:9195)市成"
"九州","(cid:15285)児島","88371","加世(cid:9187)","かせだ","KASEDA","南さつま市加世(cid:9187)東本(cid:9195)"
"九州","(cid:15285)児島","88406","志布志","しぶし","SHIBUSHI","志布志市志布志(cid:9195)志布志字杉の下"
"九州","(cid:15285)児島","88432","喜入","きいれ","KIIRE","(cid:15285)児島市喜入中名(cid:9195)"
"九州","(cid:15285)児島","88442","(cid:15285)屋","かのや","KANOYA","(cid:15285)屋市寿"
"九州","(cid:15285)児島","88447","(cid:10978)付前(cid:9187)","きもつきまえだ","KIMOTSUKIMAEDA","(cid:10978)属(cid:13446)(cid:10978)付(cid:9195)前(cid:9187)"
"九州","(cid:15285)児島","88466","枕崎","まくらざき","MAKURAZAKI","枕崎市(cid:14807)(cid:12386)(cid:9195)　枕崎(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","(cid:15285)児島","88486","指宿","いぶすき","IBUSUKI","指宿市十(cid:9195)"
"九州","(cid:15285)児島","88506","内之(cid:8070)","うちのうら","UCHINOURA","(cid:10978)属(cid:13446)(cid:10978)付(cid:9195)北方"
"九州","(cid:15285)児島","88536","(cid:9187)代","たしろ","TASHIRO","(cid:10978)属(cid:13446)(cid:13834)(cid:7908)(cid:9195)(cid:9187)代(cid:15300)"
"九州","(cid:15285)児島","88612","(cid:9984)子島","たねがしま","TANEGASHIMA","(cid:12377)之(cid:12210)市(cid:12377)之(cid:12210)　(cid:9984)子島(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","(cid:15285)児島","88666","上中","かみなか","KAMINAKA","(cid:8643)(cid:7839)(cid:13446)南(cid:9984)子(cid:9195)中之下"
"九州","(cid:15285)児島","88686","屋久島","やくしま","YAKUSHIMA","(cid:8643)(cid:7839)(cid:13446)屋久島(cid:9195)小(cid:8489)(cid:9187)　屋久島(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"九州","(cid:15285)児島","88706","尾之(cid:14059)","おのあいだ","ONOAIDA","(cid:8643)(cid:7839)(cid:13446)屋久島(cid:9195)尾之(cid:14059)字井出ノ尻"
"九州","(cid:15285)児島","88736","中之島","なかのしま","NAKANOSHIMA","(cid:15285)児島(cid:13446)十島村中之島"
"九州","(cid:15285)児島","88836","名(cid:8489)","なぜ","NAZE","奄(cid:10814)市名(cid:8489)(cid:8199)(cid:9195)　名(cid:8489)(cid:8196)候所"
"九州","(cid:15285)児島","88901","古仁屋","こにや","KONIYA","大島(cid:13446)(cid:8489)戸内(cid:9195)古仁屋(cid:11242)(cid:8032)"
"九州","(cid:15285)児島","88956","伊仙","いせん","ISEN","大島(cid:13446)伊仙(cid:9195)(cid:14339)(cid:10646)"
"九州","(cid:15285)児島","88971","(cid:7944)(cid:7884)(cid:11275)(cid:13450)","おきのえらぶ","OKINOERABU","大島(cid:13446)和(cid:7977)(cid:9195)国(cid:14476)字手付　(cid:7944)(cid:7884)(cid:11275)(cid:13450)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","91011","伊是名","いぜな","IZENA","島尻(cid:13446)伊是名村字内(cid:11324)"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","91021","奥","おく","OKU","国(cid:14476)(cid:13446)国(cid:14476)村奥"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","91107","名(cid:12708)","なご","NAGO","名(cid:12708)市宮(cid:13595)　名(cid:12708)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","91146","久(cid:10367)島","くめじま","KUMEJIMA","島尻(cid:13446)久(cid:10367)島(cid:9195)字(cid:12656)名堂　久(cid:10367)島(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","91166","宮城島","みやぎじま","MIYAGIJIMA","うるま市与(cid:13411)城上原(cid:14128)上"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","91181","(cid:8187)嘉敷","とかしき","TOKASHIKI","島尻(cid:13446)(cid:8187)嘉敷村(cid:8187)嘉敷"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","91197","(cid:13411)(cid:12382)","なは","NAHA","(cid:13411)(cid:12382)市(cid:7549)川　(cid:7944)(cid:10646)(cid:7868)(cid:12767)台"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","91241","(cid:10450)数","いとかず","ITOKAZU","南城市(cid:8930)城字(cid:10450)数(cid:12377)(cid:12901)(cid:8032)川原"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","92011","南大東","みなみだいとう","MINAMI-DAITO","島尻(cid:13446)南大東村在所　南大東島地方(cid:7868)(cid:12767)台"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","93041","宮古島","みやこじま","MIYAKOJIMA","宮古島市平(cid:11275)字下(cid:13595)　宮古島地方(cid:7868)(cid:12767)台"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","94001","伊原(cid:14059)","いばるま","IBARUMA","(cid:9660)垣市伊原(cid:14059)"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","94017","与(cid:13411)国島","よなぐにじま","YONAGUNIJIMA","八(cid:13596)山(cid:13446)与(cid:13411)国(cid:9195)与(cid:13411)国　与(cid:13411)国島(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","94062","(cid:12377)(cid:12210)島","いりおもてじま","IRIOMOTEJIMA","八(cid:13596)山(cid:13446)(cid:10121)富(cid:9195)字上原宇(cid:13411)利崎　(cid:12377)(cid:12210)島(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","94081","(cid:9660)垣島","いしがきじま","ISHIGAKIJIMA","(cid:9660)垣市(cid:9423)(cid:13597)城　(cid:9660)垣島地方(cid:7868)(cid:12767)台"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","94101","大原","おおはら","OHARA","八(cid:13596)山(cid:13446)(cid:10121)富(cid:9195)南(cid:14524)(cid:12386)"
"(cid:7944)(cid:10646)","(cid:7944)(cid:10646)","94116","(cid:7996)(cid:8631)(cid:14059)","はてるま","HATERUMA","八(cid:13596)山(cid:13446)(cid:10121)富(cid:9195)(cid:7996)(cid:8631)(cid:14059)"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17036","(cid:14237)(cid:7754)","おうむ","OMU","(cid:10464)別(cid:13446)(cid:14237)(cid:7754)(cid:9195)(cid:14237)(cid:7754)　(cid:14237)(cid:7754)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17076","(cid:11206)(cid:13450)","おこっぺ","OKOPPE","(cid:10464)別(cid:13446)(cid:11206)(cid:13450)(cid:9195)(cid:11206)(cid:13450)"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17091","(cid:12377)(cid:11206)(cid:13450)","にしおこっぺ","NISHI-OKOPPE","(cid:10464)別(cid:13446)(cid:12377)(cid:11206)(cid:13450)村(cid:12377)(cid:11206)(cid:13450)"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17112","(cid:10464)別","もんべつ","MOMBETSU","(cid:10464)別市南が丘(cid:9195)　(cid:10464)別(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17166","(cid:8234)別","ゆうべつ","YUBETSU","(cid:10464)別(cid:13446)(cid:8234)別(cid:9195)東"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17196","(cid:8298)上","たきのうえ","TAKINOUE","(cid:10464)別(cid:13446)(cid:8298)上(cid:9195)(cid:8298)ノ上原(cid:13597)5(cid:10618)南"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17246","常呂","ところ","TOKORO","北(cid:12386)市常呂(cid:9195)字岐(cid:14119)"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17306","(cid:13362)(cid:13133)","えんがる","ENGARU","(cid:10464)別(cid:13446)(cid:13362)(cid:13133)(cid:9195)東(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17316","佐呂(cid:14059)","さろま","SAROMA","常呂(cid:13446)佐呂(cid:14059)(cid:9195)(cid:12377)富"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17341","(cid:10585)(cid:12910)","あばしり","ABASHIRI","(cid:10585)(cid:12910)市台(cid:9195)　(cid:10585)(cid:12910)地方(cid:7868)(cid:12767)台"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17351","宇(cid:9423)呂","うとろ","UTORO","斜(cid:13595)(cid:13446)斜(cid:13595)(cid:9195)ウトロ(cid:14807)原"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17482","(cid:9425)(cid:8298)","しらたき","SHIRATAKI","(cid:10464)別(cid:13446)(cid:13362)(cid:13133)(cid:9195)(cid:9425)(cid:8298)北支(cid:8234)別"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17501","(cid:9173)(cid:9187)原","いくたはら","IKUTAHARA","(cid:10464)別(cid:13446)(cid:13362)(cid:13133)(cid:9195)(cid:9173)(cid:9187)原"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17521","北(cid:12386)","きたみ","KITAMI","北(cid:12386)市広(cid:13459)"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17546","小(cid:8171)(cid:7880)","こしみず","KOSHIMIZU","斜(cid:13595)(cid:13446)小(cid:8171)(cid:7880)(cid:9195)(cid:7976)"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17561","斜(cid:13595)","しゃり","SHARI","斜(cid:13595)(cid:13446)斜(cid:13595)(cid:9195)以久(cid:9929)南"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17596","(cid:9219)(cid:13238)(cid:11833)","るべしべ","RUBESHIBE","北(cid:12386)市(cid:9219)(cid:13238)(cid:11833)(cid:9195)大和"
